,Text,Annotation,Show
1202,I don't know what happened. My kneesnever buckled like that before.,neutral,Frasier
1203,beneath the bubbles.,neutral,Frasier
1204,It's Niles. I'm taking him to lunchto get his mind off his troubles.,neutral,Frasier
1205,You can't possibly be mad at me.,neutral,Frasier
1206,You know   the headmaster saidit was you two.,neutral,Frasier
1207,Well   I remember we were doingstretches in the gymnasium,neutral,Frasier
1208,Oh.,neutral,Frasier
1209,It seems I've caughta cold from someone.,neutral,Frasier
1210,Oh   yeah. Well   then it turns outthat he has this fatal disease.,neutral,Frasier
1211,I think your father's been going there.I had an uncle who did the same thing.,neutral,Frasier
1212,We had thehighest ratings,neutral,Frasier
1213,Some of us in this profession stillbelieve in... mahogany wainscoting?,neutral,Frasier
1214,You know   you're kind of like a goddown at work.,neutral,Frasier
1215,You guys are going to wear me out.,neutral,Frasier
1216,"filling in for Bob ""Bulldog"" Brisco.",neutral,Frasier
1217,This place is the hottest new thingin fusion cuisine.,neutral,Frasier
1218,It's not the easiest thing to tell someone.,neutral,Frasier
1219,that finally you've been ableto set aside your differences,neutral,Frasier
1220,- What   it's that time already?- Already?,neutral,Frasier
1221,Sure   no problem. I'll hold.,neutral,Frasier
1222,Certainly is a relief to hear that.,neutral,Frasier
1223,- What was your name?- Miss Thorndyke.,neutral,Frasier
1224,Marty and I are going to be spendinga lot more time over here.,neutral,Frasier
1225,- My private life is my own business.- Bulldog.,neutral,Frasier
1226,I got the answer to the problemright here in this box.,neutral,Frasier
1227,- Daph   what are you doing here?- Helping Dr Crane with his dinner.,neutral,Frasier
1228,We took some ribbing about that.,neutral,Frasier
1229,I'm in the middle of the most intensecase of my career.,neutral,Frasier
1230,I'm afraid we won't be gettingmuch sleep tonight.,neutral,Frasier
1231,I have to watch the Super Bowl?,neutral,Frasier
1232,who can drive a hard bargainand maintain high ethical standards.,neutral,Frasier
1233,Oh   Dad   please...,neutral,Frasier
1234,you've been carrying with yousince high school.,neutral,Frasier
1235,Oh   well. Let's have another go   then  for old times' sake.,neutral,Frasier
1236,- Nice-Iooking how?- Oh   jeez.,neutral,Frasier
1237,That man has a butt that makes youwanna reach out with both hands,neutral,Frasier
1238,Um   I'm hoping we have enough ice   and...,neutral,Frasier
1239,Not friends' boyfriends  not good friends. Not again.,neutral,Frasier
1240,I appreciate your concern   but I'mreally doing quite well with all of this.,neutral,Frasier
1241,- I suppose you're right.- Yeah.,neutral,Frasier
1242,that your sex life neededa little jump-start?,sexist,Frasier
1243,- Hi   Sherry.- Hi.,neutral,Frasier
1244,All right   all right. By the way  you have an alphabetical misfile,neutral,Frasier
1245,and everything I needto make my duck ? I'orange,neutral,Frasier
1246,The American theatre will survive.,neutral,Frasier
1247,No tears. No...,neutral,Frasier
1248,Thanks for the moral support.Don't let her see you here.,neutral,Frasier
1249,I could write an exposéon their baked goods alone.,neutral,Frasier
1250,to give me things as it waswhen I was a kid.,neutral,Frasier
1251,Oh   we got dead air.,neutral,Frasier
1252,if I said somethingcritical of you,neutral,Frasier
1253,So   Frasier...,neutral,Frasier
1254,Well   let's have a lookat this closet space   shall we?,neutral,Frasier
1255,Oh   I don't mind.,neutral,Frasier
1256,Now she saysit's just jitters.,neutral,Frasier
1257,Hello. Look who's here.,neutral,Frasier
1258,Look   Frasier  I know you meant well.,neutral,Frasier
1259,flirting shamelessly with meright in front of your husbands.,neutral,Frasier
1260,Come in.,neutral,Frasier
1261,I've been holding on to thisfor quite a while now,neutral,Frasier
1262,- How do I relax this bird?- I don't know.,neutral,Frasier
1263,Hey   Niles.,neutral,Frasier
1264,Well   I guess a warm onewouldn't kill us.,neutral,Frasier
1265,Yes   I guess when all this is over,neutral,Frasier
1266,- Application?- It only takes about 20 minutes.,neutral,Frasier
1267,This is a dreamcome true.,neutral,Frasier
1268,That's terrible. There's a tense shiftand a proximate rhyme.,neutral,Frasier
1269,- I was here an hour ago.- Yeah   you were in the tub.,neutral,Frasier
1270,I agree withDr. Crane.,neutral,Frasier
1271,That's mosthospitable of you.,neutral,Frasier
1272,And I don't wantyour mushrooms!,neutral,Frasier
1273,She invited me up here after dinner.I'm just not sure what that means.,neutral,Frasier
1274,:Hey...,neutral,Frasier
1275,Converts   you say?,neutral,Frasier
1276,You'll get there.,neutral,Frasier
1277,Feel me   feel me!,neutral,Frasier
1278,Cassandra! It's...,neutral,Frasier
1279,Now we're readyto party.,neutral,Frasier
1280,The hurdles that are facedby people with multiple marriages.,neutral,Frasier
1281,A lot of people bring rakes!,neutral,Frasier
1282,A token of my appreciation.,neutral,Frasier
1283,Bulldog   you cuddle lousyand I'm glad you got fired.,neutral,Frasier
1284,You know   I could drop him off.,neutral,Frasier
1285,Daphne's not even here anymore.,neutral,Frasier
1286,Niles   standright next to him.,neutral,Frasier
1287,You know what? Later onwhy don't we do some bouzouki dancing?,neutral,Frasier
1288,Poor noble creature.,neutral,Frasier
1289,for that door again  he's going to have a fit,neutral,Frasier
1290,Quick survey. How many Crane menhere with a girlfriend?,neutral,Frasier
1291,It's not like I had anythingimportant to talk about!,neutral,Frasier
1292,When you made love to me  you were so tender and caring...,neutral,Frasier
1293,An Onion for Trisha.,neutral,Frasier
1294,Uh-huh. Well   you know,neutral,Frasier
1295,you're moving.,neutral,Frasier
1296,Stop.,neutral,Frasier
1297,Let me see here.,neutral,Frasier
1298,♪ Hey   baby  I hear the blues a'callin' ♪,neutral,Frasier
1299,- I shall call a taxi.- Whatever you want.,neutral,Frasier
1300,and it won't be much longer untilthe roast is done. I hope you're hungry.,neutral,Frasier
1301,Annie.,neutral,Frasier
1302,Where are the callers from Seattle?,neutral,Frasier
1303,No   I said sometimes I--I see what you're doing.,neutral,Frasier
1304,We're descendedfrom thieves and whores.,sexist,Frasier
1305,Is that tri-tip with peanut butter?,neutral,Frasier
1306,How about right hereon this console   hmm?,neutral,Frasier
1307,I jumped.,neutral,Frasier
1308,I just sit here  quietly reusing my tea bags,neutral,Frasier
1309,Frasier Crane's sex life.There's a word for that.,sexist,Frasier
1310,- But   Dr Crane   you...- No   don't defend him.,neutral,Frasier
1311,Oh   Niles   come over hereand listen to Ted's funny joke,neutral,Frasier
1312,Whose lawyer are you   anyway?No   I will not calm down.,neutral,Frasier
1313,You know   Dad  Daphne gives me a thought.,neutral,Frasier
1314,What?,neutral,Frasier
1315,I've got business cardsin my breast pocket,neutral,Frasier
1316,Excuse me   Ihave to get that.,neutral,Frasier
1317,I thought I made myselfperfectly clear.,neutral,Frasier
1318,- Sharon Payton.- Yes   good to see you.,neutral,Frasier
1319,...of loss.Check-and-mate!,neutral,Frasier
1320,except I-I don't knowwhat her name is yet   so   uh...,neutral,Frasier
1321,Oh   come on.It'll be fun.,neutral,Frasier
1322,Well   I... You're the one whotold me to lie to her.,neutral,Frasier
1323,It's never easy to lose.,neutral,Frasier
1324,Imagine.,neutral,Frasier
1325,You guys were raving aboutthese paintings last night,neutral,Frasier
1326,Shag me rotten.That's 300 miles!,neutral,Frasier
1327,- I missed you.- Mm. I missed you too.,neutral,Frasier
1328,And when I do   I will have alittle speech for my listeners,neutral,Frasier
1329,"-Oh! Easy.- Sorry. Your neck is tight.",neutral,Frasier
1330,They're all wearing,neutral,Frasier
1331,- and now she wants me back again.- Well   that was fun.,neutral,Frasier
1332,Oh   please   darling.,neutral,Frasier
1333,Um...Where?,neutral,Frasier
1334,You care to co-host?,neutral,Frasier
1335,from the chest cavity.,neutral,Frasier
1336,DAPHNE: I suppose it's a bit soonfor me to be seeing anyone else,neutral,Frasier
1337,- Daphne.- What are you doing here?,neutral,Frasier
1338,Oh   good.,neutral,Frasier
1339,Hey   Paul. Paul.Here   feel this suit.,neutral,Frasier
1340,It's a long story.,neutral,Frasier
1341,These are thepeople I work for.,neutral,Frasier
1342,Well   what thehell are you doing?,neutral,Frasier
1343,- Why didn't you say anything?- I was relieved everyone was all right.,neutral,Frasier
1344,- You're Roz's buddy   aren't you?- Yes   yes.,neutral,Frasier
1345,You little whore!,sexist,Frasier
1346,It's appalling.,neutral,Frasier
1347,Okay   who's she  Gatsby's girlfriend?,neutral,Frasier
1348,Go ahead   Niles.I know you were listening.,neutral,Frasier
1349,- You are not the Crane I want.- You're not even the sex I want.,neutral,Frasier
1350,Whatever you want   Frasier  as usual.,neutral,Frasier
1351,Sure.,neutral,Frasier
1352,- She's coming to the Union Club.- What? She's going to be there?,neutral,Frasier
1353,Oh   gosh   I'm so sorry   Niles.You gonna tell her now?,neutral,Frasier
1354,- Hey   Freddie.- How are you doing? Happy birthday.,neutral,Frasier
1355,Maybe Frasier had the right attitudeby leaving it up to fate.,neutral,Frasier
1356,- Oh   I hope at least it was in a crate.- Yes   very heavy crate.,neutral,Frasier
1357,We'll take a moment to regroup.,neutral,Frasier
1358,You're probablynot even the duke of England.,neutral,Frasier
1359,- It's a pleasure.- Likewise.,neutral,Frasier
1360,in business affairs,neutral,Frasier
1361,- Hello.- Hello.,neutral,Frasier
1362,He's not evenpreheating the pan.,neutral,Frasier
1363,I was running late so I calledRodney on his cell phone.,neutral,Frasier
1364,I never have been.,neutral,Frasier
1365,and today just broughtit all back again.,neutral,Frasier
1366,"",neutral,Frasier
1367,FRASIER: Dad   please?- I know   I know.,neutral,Frasier
1368,- You dumped a body overboard?- Thank God you're here.,neutral,Frasier
1369,She's black.,neutral,Frasier
1370,- You're obsessing.- Come on   man   just let me touch it.,neutral,Frasier
1371,You think about that too?,neutral,Frasier
1372,Great.,neutral,Frasier
1373,Sounds great exceptfor the dinner part.,neutral,Frasier
1374,for putting him up.,neutral,Frasier
1375,Now   Frasier...,neutral,Frasier
1376,- What the hell's that mean?- Well   figure it out.,neutral,Frasier
1377,but I'm in love with Donny.,neutral,Frasier
1378,Oh   you're sweet.,neutral,Frasier
1379,Yeah   a little too well  if you ask me.,neutral,Frasier
1380,Now   come on.Shake a leg.,neutral,Frasier
1381,Run!,neutral,Frasier
1382,I was dragged to itby one of my converts.,neutral,Frasier
1383,'I'm a bit nervous   OK?My name is Robert.',neutral,Frasier
1384,and all heat and serve.,neutral,Frasier
1385,Roz saw you and your seat cushion.,neutral,Frasier
1386,No   you stay right herenext to me   Niles Crane.,neutral,Frasier
1387,Of all the dumb-ass thingsyou've done,neutral,Frasier
1388,We'll be back to tackleSt. Victor's after this.,neutral,Frasier
1389,Ha! Ha-ha!,neutral,Frasier
1390,Our sex life's not the problem.It's great.,neutral,Frasier
1391,Uh   this isMel Karnofsky.,neutral,Frasier
1392,- Something sort of happened.- Oh   yeah? What?,neutral,Frasier
1393,Look at what happened to me tonight.,neutral,Frasier
1394,You must havedone surveillance.,neutral,Frasier
1395,He thinks the Fates are conspiring to humiliate him at every reunion.,neutral,Frasier
1396,They want you.,neutral,Frasier
1397,"Time was   when a waitress said  ""Can I warm that up for you  """,neutral,Frasier
1398,but it doesn't really fit inwith the decor of my apartment.,neutral,Frasier
1399,- I want to talk to you about first dates.- Okay.,neutral,Frasier
1400,Niles is hanging upour coats.,neutral,Frasier
1401,Oh   this will help.,neutral,Frasier
1402,No   when we movedto Wallace Lane,neutral,Frasier
1403,FRASIER: You're Maris.- What?,neutral,Frasier
1404,Just stall.,neutral,Frasier
1405,All right   people   you had your warning.,neutral,Frasier
1406,Don't let him shake your confidence.You'll be fine.,neutral,Frasier
1407,You know. I probably forgot how.,neutral,Frasier
1408,"Though both are highly intelligent
Frasier is clearlythe more dominant of the two
while Niles remainsextremely passive. Fascinating.",sexist,Frasier
1409,And this is the boothwhere it all happens.,neutral,Frasier
1410,...and zebrawood veneer.,neutral,Frasier
1411,- Help me get rid of her.- I've got my hands full with Dad.,neutral,Frasier
1412,Mel couldn't talk.,neutral,Frasier
1413,I can see why her village is remote.,neutral,Frasier
1414,Anyone else?,neutral,Frasier
1415,- Here.- Thanks.,neutral,Frasier
1416,- Congratulations.- Yes   it's wonderful   it's wonderful.,neutral,Frasier
1417,Hard to believe this picture was takenonly three days ago.,neutral,Frasier
1418,Oh   how about a nicepiece of luggage?,neutral,Frasier
1419,Well   that means a lot to us.,neutral,Frasier
1420,Gentlemen?,neutral,Frasier
1421,Okay   let's stop. Ahem.,neutral,Frasier
1422,You're not saying anything   Roz.,neutral,Frasier
1423,Are you having sex?,neutral,Frasier
1424,- Would you like to?- Would you like me to?,neutral,Frasier
1425,This is awkward. Should we letthem know we're here?,neutral,Frasier
1426,It's all right   really.It probably won't even come up.,neutral,Frasier
1427,I'm fine.I just need to go back to work.,neutral,Frasier
1428,you don't spendyour entire vacation,neutral,Frasier
1429,Black.,neutral,Frasier
1430,God   I loved that horse. Old Agidesand I were together for eight years.,neutral,Frasier
1431,Seeing as how Cupid has so amplystocked my quiver this evening,neutral,Frasier
1432,no one takes them offfaster than I do.,neutral,Frasier
1433,Perfect.,neutral,Frasier
1434,And billboards   too.Now she's my girlfriend.,neutral,Frasier
1435,- I think you need to calm down.- Yes   yes   you're right.,neutral,Frasier
1436,I'm sorry.,neutral,Frasier
1437,Start with the game.Uh-huh.,neutral,Frasier
1438,All right   then.,neutral,Frasier
1439,Wonder why he's selling.- He can get 50 times what he paid.,neutral,Frasier
1440,Dr Crane   would you give me a hand?,neutral,Frasier
1441,Listen   I don't usuallydo this sort of thing,neutral,Frasier
1442,My phone   please.,neutral,Frasier
1443,male sexual disorderuntil after spring break.,sexist,Frasier
1444,and I keep putting it off.,neutral,Frasier
1445,I'm not sayinganything now.,neutral,Frasier
